route,dataset_id,variant,split,sample_index,crop_name,num_predicted_masks,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only_status,evaluation_view,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,foreground_cluster_a_iou,foreground_cluster_b_iou,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,53,54,2,0.4429036175518576,0.12398383147967984,0.5,0.21231175905158603,0.6734954760521291,0.0832366943359375,0.9167633056640625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.4429036175518576,0.12398383147967984,0.15089610424986483,0.12398383147967984,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,24814,40722,24814,40722,24814,40722,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.21231175905158603,0.0033461530104512962,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1953"": 1}, ""largest_component_size"": 1953, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1953, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3231"": 1}, ""largest_component_size"": 3231, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3231, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,54,55,2,0.4847064621949251,0.17142135805915054,0.5,0.252133162385605,0.7172797620042451,0.107025146484375,0.892974853515625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.13461507670776407,0.17142135805915054,0.4847064621949251,0.17142135805915054,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,44228,21308,44228,21308,44228,21308,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.02625623360237127,0.252133162385605,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""3492"": 1}, ""largest_component_size"": 3492, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3492, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""1692"": 1}, ""largest_component_size"": 1692, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1692, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,55,56,2,0.40964137061831035,0.08184202905282217,0.5,0.17902208201892744,0.6402606592176933,0.08636474609375,0.91363525390625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.40964137061831035,0.08184202905282217,0.17220146584994064,0.08184202905282217,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,25735,39801,25735,39801,25735,39801,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.17902208201892744,0.020036797702387362,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2043"": 1}, ""largest_component_size"": 2043, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2043, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3132"": 1, ""9"": 1}, ""largest_component_size"": 3132, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,56,57,2,0.42244836667132746,0.04330226663707386,0.5,0.3195109553492603,0.5253857779933947,0.1857452392578125,0.8142547607421875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.42244836667132746,0.04330226663707386,0.1958352746731633,0.04330226663707386,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,37149,28387,37149,28387,37149,28387,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.3195109553492603,0.005702950657079098,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2934"": 1}, ""largest_component_size"": 2934, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2934, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2241"": 1, ""9"": 1}, ""largest_component_size"": 2241, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,57,58,2,0.3502728467180349,0.008285174519236192,0.5,0.05633395329613557,0.6442117401399342,0.052093505859375,0.947906494140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3502728467180349,0.008285174519236192,0.18658222406384706,0.008285174519236192,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,22144,43392,22144,43392,22144,43392,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.05633395329613557,0.04582728186794772,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1755"": 1}, ""largest_component_size"": 1755, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1755, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3429"": 1}, ""largest_component_size"": 3429, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3429, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,58,59,2,0.38956569099347604,0.014248817904866788,0.5,0.28852088047726804,0.49061050150968405,0.1848297119140625,0.8151702880859375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.38956569099347604,0.014248817904866788,0.21861830048378667,0.014248817904866788,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,37995,27541,37995,27541,37995,27541,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.28852088047726804,0.023038621294600242,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2997"": 1}, ""largest_component_size"": 2997, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2997, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2187"": 1}, ""largest_component_size"": 2187, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2187, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,59,60,2,0.32383199711758986,-0.00645080969177972,0.5,0.22857685730571917,0.4190871369294606,0.2179718017578125,0.7820281982421875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.2902819268039581,-0.00645080969177972,0.32383199711758986,-0.00645080969177972,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,28093,37443,28093,37443,28093,37443,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.12357822732454861,0.22857685730571917,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2232"": 1}, ""largest_component_size"": 2232, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2232, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2952"": 1}, ""largest_component_size"": 2952, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2952, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,60,61,2,0.3690080252515842,0.035812102840471156,0.5,0.1841773901292958,0.5538386603738726,0.0917205810546875,0.9082794189453125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3690080252515842,0.035812102840471156,0.20278325725951127,0.035812102840471156,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,32547,32989,32547,32989,32547,32989,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1841773901292958,0.00035910326783973736,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2574"": 1}, ""largest_component_size"": 2574, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2574, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2610"": 1}, ""largest_component_size"": 2610, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2610, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,61,62,2,0.4270559263177507,0.09678044648038935,0.5,0.22887446793664085,0.6252373846988606,0.1004791259765625,0.8995208740234375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.4270559263177507,0.09678044648038935,0.16878604753159943,0.09678044648038935,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,28637,36899,28637,36899,28637,36899,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.22887446793664085,0.0005752548378931867,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2232"": 1, ""27"": 1}, ""largest_component_size"": 2232, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 27, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2925"": 1}, ""largest_component_size"": 2925, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2925, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,62,63,2,0.3787261569376491,0.04238566531246175,0.5,0.1932555527826304,0.5641967610926678,0.1135101318359375,0.8864898681640625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3787261569376491,0.04238566531246175,0.20664759879131522,0.04238566531246175,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,30812,34724,30812,34724,30812,34724,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1932555527826304,0.030401524963953177,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2439"": 1, ""9"": 1}, ""largest_component_size"": 2439, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2736"": 1}, ""largest_component_size"": 2736, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2736, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,63,64,2,0.859385206443293,0.7715399413574338,0.5,0.7899006055066834,0.9288698073799025,0.2114410400390625,0.7885589599609375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.859385206443293,0.7715399413574338,0.028086283278747785,0.7715399413574338,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,17477,48059,17477,48059,17477,48059,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.7899006055066834,0.00046859598946466947,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1386"": 1}, ""largest_component_size"": 1386, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1386, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3798"": 1}, ""largest_component_size"": 3798, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3798, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,64,65,2,0.41527772661902995,0.07409080539247555,0.5,0.21038843090680454,0.6201670223312553,0.1343536376953125,0.8656463623046875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.41527772661902995,0.07409080539247555,0.18837110402635482,0.07409080539247555,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,25846,39690,25846,39690,25846,39690,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.21038843090680454,0.06085796163017085,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2052"": 1}, ""largest_component_size"": 2052, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2052, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3132"": 1}, ""largest_component_size"": 3132, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3132, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,65,66,2,0.3379010065519371,0.009834773254463788,0.5380462389237319,0.16202997784746398,0.5137720352564102,0.16202997784746398,0.9140625,1,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.22222137451171875,0.009834773254463788,0.3379010065519371,0.009834773254463788,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,30777,34759,30777,34759,30777,34759,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.0,0.16202997784746398,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2439"": 1}, ""largest_component_size"": 2439, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2439, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2745"": 1}, ""largest_component_size"": 2745, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2745, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,66,67,2,0.29894742970126853,-0.011229557228836607,0.5,0.15219399538106235,0.4457008640214747,0.1162872314453125,0.8837127685546875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.29894742970126853,-0.011229557228836607,0.27022180613450164,-0.011229557228836607,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,37280,28256,37280,28256,37280,28256,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.15219399538106235,0.0494339953783602,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2934"": 1, ""9"": 1}, ""largest_component_size"": 2934, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2232"": 1, ""9"": 1}, ""largest_component_size"": 2232, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,67,68,2,0.3279754995308549,0.012784164198798745,0.5,0.10080305679683958,0.5551479422648703,0.080078125,0.919921875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3279754995308549,0.012784164198798745,0.22891073963373798,0.012784164198798745,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,28747,36789,28747,36789,28747,36789,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.10080305679683958,0.05350608992030475,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2268"": 1}, ""largest_component_size"": 2268, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2268, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2916"": 1}, ""largest_component_size"": 2916, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2916, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,68,69,2,0.2720366360371974,-0.0025611656089108733,0.5,0.09801648974001001,0.44605678233438484,0.094390869140625,0.905609130859375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.2884232918884553,-0.0025611656089108733,0.2720366360371974,-0.0025611656089108733,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,30038,35498,30038,35498,30038,35498,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.07301756568618739,0.09801648974001001,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2376"": 1}, ""largest_component_size"": 2376, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2376, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2808"": 1}, ""largest_component_size"": 2808, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2808, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,69,70,2,0.3840389765340765,0.02161731588768117,0.5,0.25821799307958476,0.5098599599885681,0.1588134765625,0.8411865234375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.21649190231181253,0.02161731588768117,0.3840389765340765,0.02161731588768117,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,29400,36136,29400,36136,29400,36136,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.021975765044156912,0.25821799307958476,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2331"": 1}, ""largest_component_size"": 2331, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2331, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2853"": 1}, ""largest_component_size"": 2853, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2853, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,70,71,2,0.4200969251491924,0.041659699938685395,0.5,0.31577115626589564,0.5244226940324892,0.1836395263671875,0.8163604736328125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.4200969251491924,0.041659699938685395,0.19685472612755947,0.041659699938685395,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,37113,28423,37113,28423,37113,28423,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.31577115626589564,0.005967477248992988,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2925"": 1}, ""largest_component_size"": 2925, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2925, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2259"": 1}, ""largest_component_size"": 2259, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2259, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,71,72,2,0.3456152292055829,0.02102126536012155,0.5,0.11154499151103565,0.5796854669001301,0.0846099853515625,0.9153900146484375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3456152292055829,0.02102126536012155,0.21603791821714424,0.02102126536012155,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,27190,38346,27190,38346,27190,38346,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.11154499151103565,0.05428646921765031,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2160"": 1}, ""largest_component_size"": 2160, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2160, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3024"": 1}, ""largest_component_size"": 3024, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3024, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,72,73,2,0.3847013753659666,0.028505992691318385,0.5,0.24660891847477925,0.5227938322571539,0.15087890625,0.84912109375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3847013753659666,0.028505992691318385,0.21474206642277152,0.028505992691318385,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,34869,30667,34869,30667,34869,30667,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.24660891847477925,0.026163305584372864,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2754"": 1}, ""largest_component_size"": 2754, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2754, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2430"": 1}, ""largest_component_size"": 2430, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2430, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,73,74,2,0.32061967655820645,0.00792082160441117,0.5,0.12433870252696912,0.5169006505894438,0.102874755859375,0.897125244140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.32061967655820645,0.00792082160441117,0.24799128847157234,0.00792082160441117,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,31300,34236,31300,34236,31300,34236,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.12433870252696912,0.06594178393985901,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2466"": 1}, ""largest_component_size"": 2466, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2466, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2700"": 1, ""9"": 2}, ""largest_component_size"": 2700, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
